id,value
id_0,6.800198542610204
id_1,18.147954183711203
id_2,22.883399282138228
id_3,7.728350571753763
id_4,27.054648870488922
id_5,22.23657986105246
id_6,23.80519671453471
id_7,30.452252416468088
id_8,16.95074252747643
id_9,59.710694104745855
id_10,11.629604108012705
id_11,9.374182375356378
id_12,63.654269843670434
id_13,53.231077017324445
id_14,22.197201626717778
id_15,12.129489897062335
id_16,32.588777495053286
id_17,66.56823376973539
id_18,-0.2988521386895881
id_19,17.19545303346606
id_20,41.615294728790246
id_21,72.09415728671884
id_22,9.434912153940537
id_23,17.62631028006658
id_24,14.755650398014966
id_25,37.52066591337368
id_26,14.686004658857236
id_27,69.97159342441661
id_28,7.294754025630246
id_29,55.44868834036736
id_30,24.38080263282993
id_31,8.46290291425725
id_32,2.5103967169927155
id_33,18.789357071380334
id_34,27.80167940984481
id_35,37.30305510720888
id_36,43.33641144194038
id_37,29.825440520255167
id_38,42.108498071090885
id_39,35.185908682139704
id_40,7.754686173084944
id_41,41.33031857589595
id_42,30.60008202268627
id_43,50.96825310556411
id_44,17.510230285811136
id_45,35.37226112631357
id_46,24.630524545471793
id_47,9.606031541835948
id_48,26.790781497829382
id_49,32.237539217443704
id_50,20.109605122257225
id_51,7.958718487518958
id_52,20.514921360537464
id_53,52.70572538947812
id_54,15.862510380537671
id_55,36.6440188541387
id_56,32.774147647992734
id_57,20.703611753781026
id_58,57.3810016581848
id_59,22.67407509471553
id_60,14.34691917439718
id_61,41.882873338080856
id_62,12.55501359135026
id_63,48.44412111572675
id_64,14.345474100636205
id_65,15.103462876065462
id_66,14.497165970788677
id_67,-0.8615297488266405
id_68,43.80118967631474
id_69,29.06159972267399
id_70,20.01001054143363
id_71,41.83883711221603
id_72,60.80037515535791
id_73,5.345240299218403
id_74,16.416581026794326
id_75,3.52724010365813
id_76,40.77246423268882
id_77,13.971859140879607
id_78,21.544681207181977
id_79,21.076862715439056
id_80,23.998886404784137
id_81,36.07637252382836
id_82,21.67990180940976
id_83,92.38843440617372
id_84,37.25532921064537
id_85,27.963173951873248
id_86,21.935010335618184
id_87,33.80516889933909
id_88,23.44544731733282
id_89,19.85384110535533
id_90,28.78805138708676
id_91,41.48532112696297
id_92,4.718559191009829
id_93,38.93393189453091
id_94,45.946978286376094
id_95,16.387502222279526
id_96,31.690446188327243
id_97,13.066744590144394
id_98,23.500529793287534
id_99,4.635279393404336
id_100,18.18306308353569
id_101,26.356115367645735
id_102,14.102754879879036
id_103,15.884113123927929
id_104,23.949392648195946
id_105,39.66716352346579
id_106,31.494844631855177
id_107,6.340431435537665
id_108,6.00274253159132
id_109,78.35551842756925
id_110,48.13898368632949
id_111,17.07859187549952
id_112,27.80140387935075
id_113,15.211727762599708
id_114,13.556485567033391
id_115,25.007649913500146
id_116,26.65270394185608
id_117,10.44344961589947
id_118,17.537870470311706
id_119,19.442528355853813
id_120,80.7047962259612
id_121,25.709277733109978
id_122,37.381371631591755
id_123,25.31452201346075
id_124,7.3688100391069415
id_125,38.42170558715207
id_126,8.994560378110883
id_127,22.025248110483933
id_128,29.06816957867078
id_129,62.807820537474356
id_130,21.71872220390092
id_131,23.162323301970243
id_132,59.23918894581269
id_133,15.14058758841503
id_134,14.166406067721734
id_135,2.710927505407849
id_136,12.443583148642386
id_137,58.667518878767346
id_138,20.478163137878393
id_139,5.393664574773599
id_140,29.056718167870045
id_141,25.30418092422739
id_142,45.31021444749828
id_143,30.822615595142445
id_144,18.28096607270893
id_145,26.053494510759787
id_146,12.106938391963265
id_147,52.01088094843807
id_148,23.7677240655281
id_149,38.41363343260543
id_150,10.290663572900133
id_151,8.125556168099147
id_152,23.581014401958864
id_153,6.330729956751103
id_154,15.225749769017295
id_155,41.29816887051525
id_156,7.847467499519486
id_157,36.217396510413565
id_158,11.013115663366545
id_159,18.617665975827308
id_160,41.51838844103105
id_161,19.384475463449128
id_162,13.215214517109041
id_163,7.979098971777833
id_164,52.61943952096979
id_165,31.066228900330906
id_166,-0.2997932954862552
id_167,16.44717319495042
id_168,63.691510748345614
id_169,14.356584901983773
id_170,63.654930183761664
id_171,39.445346477208815
id_172,26.806427319983055
id_173,20.445894848400027
id_174,60.726481517759815
id_175,25.226725350550698
id_176,20.95926183975189
id_177,37.45987079026161
id_178,12.558402483246955
id_179,31.14962925278584
id_180,16.585477369235967
id_181,11.882966044072115
id_182,55.64221815599822
id_183,46.42559365191969
id_184,15.459633653877829
id_185,35.14729581874669
id_186,26.143347610188453
id_187,68.946192940771
id_188,9.982467056794404
id_189,57.87013743052904
id_190,38.49295258168341
id_191,15.55025624052703
id_192,29.0633449103473
id_193,0.3786322847713226
id_194,19.08664317814505
id_195,0.9133313154733727
id_196,33.74301333056436
id_197,10.530709938352727
id_198,18.9900122485586
id_199,60.209467981181234
id_200,24.88484226787767
id_201,25.728837897192584
id_202,64.44786580432753
id_203,10.603902064412118
id_204,9.412141765843959
id_205,11.214921355367766
id_206,7.342331422209846
id_207,1.7576004438561492
id_208,123.94693456221601
id_209,20.644155393284574
id_210,16.22348567595995
id_211,13.940489451359252
id_212,36.27418241642637
id_213,36.005923272471556
id_214,18.825328636490937
id_215,34.76445408188556
id_216,78.7456823641676
id_217,0.4201083315451257
id_218,12.916856839255134
id_219,31.977050125827994
id_220,14.970019992177727
id_221,12.618380183303987
id_222,113.26493811690004
id_223,12.938640115160586
id_224,16.275605567154617
id_225,64.03956649143791
id_226,16.12325960866941
id_227,20.22075690627661
id_228,10.384102544938276
id_229,4.019993531261536
id_230,46.17492414668472
id_231,12.69605531399397
id_232,53.95305824882136
id_233,42.65400314024516
id_234,25.04002757364884
id_235,41.05559329150676
id_236,69.14183428908159
id_237,42.11403187727419
id_238,11.015150434276208
id_239,18.2075089531331
